Year,OSGR10km,Latitude(WGS84),Longitude(WGS84),Forest Cover(%),CountRed,CountGrey,%Red,%Grey
1990,NJ31,57.22111,-3.078022,0.355215389,1,0,1,0
1990,NJ34,57.490543,-3.085951,0.465102441,1,0,1,0
1990,NJ35,57.580352,-3.088626,0.500497834,1,0,1,0
1990,NJ43,57.4179205,-2.896489,0.532415417,1,1,0.5,0.5
1990,NJ44,57.491869,-2.919163,0.279418649,1,0,1,0
1990,NJ46,57.671494,-2.923705,0.230503089,1,0,1,0
1990,NJ50,57.133694,-2.745056,0.300177353,1,0,1,0
1990,NJ51,57.223516,-2.746866,0.195111833,1,0,1,0
1990,NJ52,57.313337,-2.748687,0.195592565,1,0,1,0
1990,NJ54,57.492975,-2.752361,0.278768844,1,0,1,0
1990,NJ55,57.582791,-2.754215,0.230953581,1,0,1,0
1990,NJ56,57.672607,-2.756079,0.133328252,1,0,1,0
1990,NJ60,57.134567,-2.579862,0.260572992,1,0,1,0
1990,NJ62,57.314216,-2.582689,0.281017805,1,0,1,0
1990,NJ66,57.673497,-2.588443,0.047543882,1,0,1,0
1990,NJ70,57.135222,-2.41466,0.271022756,1,0,1,0
1990,NJ71,57.22505,-2.415668,0.178261556,1,0,1,0
1990,NJ72,57.314876,-2.416682,0.086470649,1,0,1,0
1990,NJ73,57.4047,-2.417702,0.102744658,1,0,1,0
1990,NJ74,57.494524,-2.418728,0.082144756,1,0,1,0
1990,NJ75,57.584346,-2.419759,0.091663401,1,0,1,0
1990,NJ80,57.13566,-2.249452,0.145801017,1,0,1,0
1990,NJ81,57.225489,-2.250059,0.156304331,1,0,1,0
1990,NJ82,57.315316,-2.250669,0.070620342,1,0,1,0
1990,NJ83,57.405142,-2.251283,0.116073865,1,0,1,0
1990,NJ84,57.494967,-2.2519,0.065000952,1,0,1,0
1990,NJ92,57.315538,-2.084653,0.075211226,1,0,1,0
1990,NJ93,57.405365,-2.084861,0.093215859,1,0,1,0
1990,NJ95,57.585015,-2.08528,0.115319629,1,0,1,0
1990,NM75,56.63261,-5.670259,0.143141501,1,0,1,0
